canonical_key,class,method,file,jdk_annotation,cache_result,randoop_sef,category,randoop_vs_cache,red_alert,reasons
"java.util.Arrays.binarySearch0(char[],int,int,char)",java.util.Arrays,binarySearch0,Arrays.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Arrays.binarySearch0(double[],int,int,double)",java.util.Arrays,binarySearch0,Arrays.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Arrays.binarySearch0(float[],int,int,float)",java.util.Arrays,binarySearch0,Arrays.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Arrays.binarySearch0(int[],int,int,int)",java.util.Arrays,binarySearch0,Arrays.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Arrays.binarySearch0(java.lang.Object[],int,int,java.lang.Object)",java.util.Arrays,binarySearch0,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,Object parameter escapes to global scope
"java.util.Arrays.binarySearch0(java.lang.Object[],int,int,java.lang.Object,java.util.Comparator)",java.util.Arrays,binarySearch0,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,Object parameter escapes to global scope; Comparator parameter escapes to global scope
"java.util.Arrays.binarySearch0(long[],int,int,long)",java.util.Arrays,binarySearch0,Arrays.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Arrays.binarySearch0(short[],int,int,short)",java.util.Arrays,binarySearch0,Arrays.java,,SIDE_EFFECT_FREE,False,Unannotated Mismatch,Ours Only SEF,True,
"java.util.Arrays.checkLength(int,int)",java.util.Arrays,checkLength,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown
"java.util.Arrays.compare(boolean[],boolean[])",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,boolean[] parameter escapes to global scope; boolean[] parameter escapes to global scope
"java.util.Arrays.compare(byte[],byte[])",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,byte[] parameter escapes to global scope; byte[] parameter escapes to global scope
"java.util.Arrays.compare(char[],char[])",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,char[] parameter escapes to global scope; char[] parameter escapes to global scope
"java.util.Arrays.compare(double[],double[])",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,double[] parameter escapes to global scope; double[] parameter escapes to global scope
"java.util.Arrays.compare(double[],int,int,double[],int,int)",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; double[] parameter escapes to global scope; double[] parameter escapes to global scope
"java.util.Arrays.compare(float[],float[])",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,float[] parameter escapes to global scope; float[] parameter escapes to global scope
"java.util.Arrays.compare(float[],int,int,float[],int,int)",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; float[] parameter escapes to global scope; float[] parameter escapes to global scope
"java.util.Arrays.compare(int[],int[])",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,int[] parameter escapes to global scope; int[] parameter escapes to global scope
"java.util.Arrays.compare(java.lang.Object[],int,int,java.lang.Object[],int,int,java.util.Comparator)",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; Comparator parameter escapes to global scope
"java.util.Arrays.compare(java.lang.Object[],java.lang.Object[],java.util.Comparator)",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,Comparator parameter escapes to global scope
"java.util.Arrays.compare(long[],int,int,long[],int,int)",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; long[] parameter escapes to global scope; long[] parameter escapes to global scope
"java.util.Arrays.compare(long[],long[])",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,long[] parameter escapes to global scope; long[] parameter escapes to global scope
"java.util.Arrays.compare(short[],short[])",java.util.Arrays,compare,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,short[] parameter escapes to global scope; short[] parameter escapes to global scope
"java.util.Arrays.compareUnsigned(byte[],byte[])",java.util.Arrays,compareUnsigned,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,byte[] parameter escapes to global scope; byte[] parameter escapes to global scope
"java.util.Arrays.compareUnsigned(int[],int[])",java.util.Arrays,compareUnsigned,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,int[] parameter escapes to global scope; int[] parameter escapes to global scope
"java.util.Arrays.compareUnsigned(long[],long[])",java.util.Arrays,compareUnsigned,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,long[] parameter escapes to global scope; long[] parameter escapes to global scope
"java.util.Arrays.compareUnsigned(short[],int,int,short[],int,int)",java.util.Arrays,compareUnsigned,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; short[] parameter escapes to global scope; short[] parameter escapes to global scope
"java.util.Arrays.compareUnsigned(short[],short[])",java.util.Arrays,compareUnsigned,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,short[] parameter escapes to global scope; short[] parameter escapes to global scope
"java.util.Arrays.copyOf(boolean[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,boolean[] parameter escapes to global scope
"java.util.Arrays.copyOf(byte[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,byte[] parameter escapes to global scope
"java.util.Arrays.copyOf(char[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,char[] parameter escapes to global scope
"java.util.Arrays.copyOf(double[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,double[] parameter escapes to global scope
"java.util.Arrays.copyOf(float[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,float[] parameter escapes to global scope
"java.util.Arrays.copyOf(int[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,int[] parameter escapes to global scope
"java.util.Arrays.copyOf(java.lang.Object[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECT_FREE,False,Match,Ours Only SEF,False,
"java.util.Arrays.copyOf(java.lang.Object[],int,java.lang.Class)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,Object[] parameter escapes to global scope; Class parameter escapes to global scope; loaded object 'callee: load componentType from parameter this' escapes to global scope
"java.util.Arrays.copyOf(long[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,long[] parameter escapes to global scope
"java.util.Arrays.copyOf(short[],int)",java.util.Arrays,copyOf,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,short[] parameter escapes to global scope
"java.util.Arrays.copyOfRange(boolean[],int,int)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,writes to static field unknown; boolean[] parameter escapes to global scope
"java.util.Arrays.copyOfRange(byte[],int,int)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,writes to static field unknown; byte[] parameter escapes to global scope
"java.util.Arrays.copyOfRange(char[],int,int)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,writes to static field unknown; char[] parameter escapes to global scope
"java.util.Arrays.copyOfRange(double[],int,int)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,writes to static field unknown; double[] parameter escapes to global scope
"java.util.Arrays.copyOfRange(float[],int,int)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,writes to static field unknown; float[] parameter escapes to global scope
"java.util.Arrays.copyOfRange(java.lang.Object[],int,int)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,writes to static field unknown; Object[] parameter escapes to global scope
"java.util.Arrays.copyOfRange(java.lang.Object[],int,int,java.lang.Class)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,writes to static field unknown; Object[] parameter escapes to global scope; Class parameter escapes to global scope ... (+2 more)
"java.util.Arrays.copyOfRange(long[],int,int)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,long[] parameter escapes to global scope
"java.util.Arrays.copyOfRange(short[],int,int)",java.util.Arrays,copyOfRange,Arrays.java,SideEffectFree,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,writes to static field unknown; short[] parameter escapes to global scope
"java.util.Arrays.copyOfRangeBoolean(boolean[],int,int)",java.util.Arrays,copyOfRangeBoolean,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; boolean[] parameter escapes to global scope
"java.util.Arrays.copyOfRangeByte(byte[],int,int)",java.util.Arrays,copyOfRangeByte,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; byte[] parameter escapes to global scope
"java.util.Arrays.copyOfRangeChar(char[],int,int)",java.util.Arrays,copyOfRangeChar,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; char[] parameter escapes to global scope
"java.util.Arrays.copyOfRangeDouble(double[],int,int)",java.util.Arrays,copyOfRangeDouble,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; double[] parameter escapes to global scope
"java.util.Arrays.copyOfRangeFloat(float[],int,int)",java.util.Arrays,copyOfRangeFloat,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; float[] parameter escapes to global scope
"java.util.Arrays.copyOfRangeInt(int[],int,int)",java.util.Arrays,copyOfRangeInt,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; int[] parameter escapes to global scope
"java.util.Arrays.copyOfRangeShort(short[],int,int)",java.util.Arrays,copyOfRangeShort,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; short[] parameter escapes to global scope
"java.util.Arrays.deepEquals(java.lang.Object[],java.lang.Object[])",java.util.Arrays,deepEquals,Arrays.java,Pure,SIDE_EFFECT_FREE,False,Match,Ours Only SEF,False,
"java.util.Arrays.deepEquals0(java.lang.Object,java.lang.Object)",java.util.Arrays,deepEquals0,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,Object parameter escapes to global scope; Object parameter escapes to global scope
java.util.Arrays.deepHashCode(java.lang.Object[]),java.util.Arrays,deepHashCode,Arrays.java,Pure,SIDE_EFFECT_FREE,True,Match,Both SEF,False,
java.util.Arrays.deepToString(java.lang.Object[]),java.util.Arrays,deepToString,Arrays.java,SideEffectFree,SIDE_EFFECTING,True,Annotated Mismatch,Randoop Only SEF,False,Object[] parameter escapes to global scope
"java.util.Arrays.equals(boolean[],boolean[])",java.util.Arrays,equals,Arrays.java,Pure,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,boolean[] parameter escapes to global scope; boolean[] parameter escapes to global scope
"java.util.Arrays.equals(byte[],byte[])",java.util.Arrays,equals,Arrays.java,Pure,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,byte[] parameter escapes to global scope; byte[] parameter escapes to global scope
"java.util.Arrays.equals(byte[],int,int,byte[],int,int)",java.util.Arrays,equals,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; byte[] parameter escapes to global scope; byte[] parameter escapes to global scope
"java.util.Arrays.equals(char[],char[])",java.util.Arrays,equals,Arrays.java,Pure,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,char[] parameter escapes to global scope; char[] parameter escapes to global scope
"java.util.Arrays.equals(double[],double[])",java.util.Arrays,equals,Arrays.java,Pure,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,double[] parameter escapes to global scope; double[] parameter escapes to global scope
"java.util.Arrays.equals(float[],float[])",java.util.Arrays,equals,Arrays.java,Pure,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,float[] parameter escapes to global scope; float[] parameter escapes to global scope
"java.util.Arrays.equals(float[],int,int,float[],int,int)",java.util.Arrays,equals,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; float[] parameter escapes to global scope; float[] parameter escapes to global scope
"java.util.Arrays.equals(int[],int[])",java.util.Arrays,equals,Arrays.java,Pure,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,int[] parameter escapes to global scope; int[] parameter escapes to global scope
"java.util.Arrays.equals(java.lang.Object[],java.lang.Object[])",java.util.Arrays,equals,Arrays.java,Pure,SIDE_EFFECT_FREE,False,Match,Ours Only SEF,False,
"java.util.Arrays.equals(java.lang.Object[],java.lang.Object[],java.util.Comparator)",java.util.Arrays,equals,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,Comparator parameter escapes to global scope
"java.util.Arrays.equals(long[],int,int,long[],int,int)",java.util.Arrays,equals,Arrays.java,,SIDE_EFFECTING,False,Both Side-Effecting,Both Side-Effecting,False,writes to static field unknown; long[] parameter escapes to global scope; long[] parameter escapes to global scope
"java.util.Arrays.equals(long[],long[])",java.util.Arrays,equals,Arrays.java,Pure,SIDE_EFFECTING,False,Annotated Mismatch,Both Side-Effecting,False,long[] parameter escapes to global scope; long[] parameter escapes to global scope
